Tweet,Emojis,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias
nossa arthur aguiar e o fim,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
ARTHUR AGUIAR ARTHUR AGUIAR ARTHUR AGUIAR ARTHUR AGUIAR ARTHUR AGUIAR ARTHUR AGUIAR ARTHUR AGUIAR ARTHUR AGUIAR ART… https://t.co/x2sHBrFjvh,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@Aguiarthur Que ele se junte a Tiago, Douglas scooby e vai tá na melhor vibe",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
quero só ver a cara do eliezer quando o arthur aguiar entrar,set(),'raiva',[0.3],[0.01],[0.22],[0.0],[0.46],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"🚨 AGORA:

Jade Picon, Arthur Aguiar e Linn da Quebrada entrarão na casa.  #BBB22 #RedeBBB",{'🚨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
única torcida relacionada ao arthur aguiar é a torcida pra ele colocar um chifre na mayra em rede nacional pra ver… https://t.co/zZcQEhHEMm,set(),'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0]
primeiro a entrar vai ser o Arthur Aguiar,set(),'neutro',[0.28],[0.01],[0.42],[0.0],[0.29],[0.01],[0.0]
"bora jade picao 
ja pode sair arthur aguiar",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
esperando as lendas e o arthur aguiar entrar #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
vem logo arthur aguiar,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
CHEGOU A HORAAA @Aguiarthur @jadepicon #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar agora na casa ao vivo na Globo. Estão vendo? #bbb22 #TeamMUSSI",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @catgalliotti: Tinha que ser a porra do Arthur Aguiar com covid né 🤦🏻‍♀️🤦🏻‍♀️ (jade é linn não tem culpa, tadinhas contece 😅","{'🤦', '♀️', '😅'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"E vamos de Jade Picão, Linne Arthur Aguiar",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @siteptbr: 🚨 AGORA: Jade Picon, Arthur Aguiar e Linn da Quebrada irão entrar na casa do #BBB22!",{'🚨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"🔴URGENTE 

tirem as casadas da sala 
Arthur Aguiar vai entrar no bb

Picão | Linn da quebrada 
#BBB22 https://t.co/fiKB7M4sOo",{'🔴'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Silêncio Arthur Aguiar está entrando no BBB,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur ADM ME SEGUE,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @niconatv: falta UMA HORA pra entrada de Arthur Aguiar, Jade Picon e Linn da Quebrada na casa do #BBB22! https://t.co/xGdDtUFCVZ",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
CADÊ O ARTHUR AGUIAR,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
ARTHUR AGUIAR E JADE PICÃO VÃO ENTRAR AGORAAA,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Já aviso que esse perfil pode gostar do Arthur Aguiar sim pois se Maíra Cardi perdoou eu tbm tenho o direito,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Vem Arthur Aguiar. Tome 50 reais 
#BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
ARTHUR AGUIAR ORGULHO DE SER HATER #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"🚨 AGORA: Jade Picon, Arthur Aguiar e Linn da Quebrada irão entrar na casa do #BBB22! https://t.co/Wa9Ui2JU85",{'🚨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
já já o Arthur Aguiar vai ter pego 3,set(),'raiva',[0.35],[0.01],[0.26],[0.0],[0.36],[0.01],[0.0]
@Aguiarthur ADM CADE MEU FOLLOW,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
DOUTOR ARTHUR AGUIAR.,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Trending 

1. LINN DA CHEGADA
19.7K Tweets

2. JADE DAY
15.5K Tweets

arthur aguiar?",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Querem apostar quanto q o Rodrigo vai falar q a energia dele não bateu com a do Arthur Aguiar ? Kkkk,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"🚨 AGORA: Arthur Aguiar, Linn da Quebrada e Jade Picon entram no #BBB22.",{'🚨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Arthur aguiar vai entrar chifrando já,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"AGORA: Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa. #BBB22 https://t.co/WBk6xY9Wca",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @brunorahall: a produção: nossa que barulho eh esse

o arthur aguiar com a psicóloga do bbb de madrugada: https://t.co/cT7msMpB2C",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
prontissimo pra entrada de arthur aguiar e jade picao,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Vazou a música de tema do Arthur Aguiar no BBB #RedeBBB #BBB22 https://t.co/xAdy8ass6Z,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
VAMOOOOSSSSS Arthur meu amor ✨❤️ @Aguiarthur #bbb22,"{'✨', '❤️'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Arthur Aguiar é TÃO pisciano. Não estou preparada pra me vê na televisão. Hahaha o experimento social para piscianos.,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @HugoGloss: Vem aí! Daqui a pouquinho, Arthur Aguiar, Jade Picon e Linn da Quebrada finalmente vão entrar no #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur Estou passando mal👐👐👐,{'👐'},'raiva',[0.3],[0.01],[0.22],[0.0],[0.46],[0.01],[0.0]
"Linn da Quebrada, Jade Picon e Arthur Aguiar estão oficialmente dentro do #BBB22. 🔥",{'🔥'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Bora ver a Jade picon, o Arthur aguiar e a Linn da quebrada entrar na casa para ter alguma felicidade na vida",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22
 #BBB22 https://t.co/SdlPGFLm4y",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"CADÊ A CHA DE PICÃOOOO 

#bbb22 | Jade picon | arthur aguiar",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
ACABOU O RJ1 VEM ARTHUR AGUIAR https://t.co/QnDNyYRbCg,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
JADE DAY e LINN DA CHEGADA mas nada da MÁQUINA Arthur Aguiar nos trending topics 🤔 #BBB22,{'🤔'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur Adm ele TA VINDOOO AI,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"silêncio, Arthur Aguiar vai entrar na casa.",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @HugoGloss: Vem aí! Daqui a pouquinho, Arthur Aguiar, Jade Picon e Linn da Quebrada finalmente vão entrar no #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Vivi pra ver os jornalistas do jornal local daqui falando de Jade Picao e Arthur Aguiar #RedeBBB #BBB22,set(),'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0]
"@Aguiarthur Adm, começa a liberar o follow dos ✨ do portal 
@Cattycoments 
@coment_bruninha 
@boydriiguete… https://t.co/NLWDT2XV5s",{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @CAPRICHO: Faltam poucos minutos para Jade Picon, Arthur Aguiar e Linn da Quebrada entrarem na casa do #BBB22! Vem aí...",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"LINN DA CHEGADA 
JADE DAY 

Arthur Aguiar (?)",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
ate hoje nao vi uma torcida pro arthur aguiar https://t.co/l2Tl8qYo2R,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Os pipocas vão tdo votar no Arthur Aguiar só por ele ser cancelado aqui fora #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"silêncio canalhas, o infiel Arthur Aguiar vai entrar agr",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
vem arthur aguiar o maior romântico que esse país já viu,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur AMODEMAIS,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
vem aí Arthur Aguiar se segurando pra não rolar o décimo sétimo chifre,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
CADÊ O ARTHUR AGUIAR PORRA,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur como esta esse seu coração adm?????,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
MDS JADE PICAO LYNN E ARTHUR AGUIAR VÃO ENTRAR,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur PODE ENTRAR,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"REAGE, MULHER. É AGORA! Jade Picon, Arthur Aguiar e Linn da Quebrada entrando na casa! #BBB22 #RedeBBB",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"🚨🚨 LIGA NA GLOBO OU GLOBOPLAY VAI SER AGORA A ENTRADA DO ARTHUR AGUIAR, JADE PICON E LINN DA QUEBRADA. #BBB22",{'🚨'},'neutro',[0.28],[0.01],[0.42],[0.0],[0.29],[0.01],[0.0]
@Aguiarthur é agora e sem tag...adoro tags kkk,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur ME SEGUE ADM,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur AMDMDKEKWKJWJSJS TO NERVOSA,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @HugoGloss: Vem aí! Daqui a pouquinho, Arthur Aguiar, Jade Picon e Linn da Quebrada finalmente vão entrar no #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
qnd arthur aguiar entrar na casa o pessoal la vai começar a criar uma perna extra um braço extra com tanta radiação,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: @lolohrbr_love amoooo ❤️❤️,{'❤️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
e vem aí jade picon arthur aguiar e linn,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur Me segue pra comemorar ADM. ✨✨✨✨✨✨✨✨✨,{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
vem ai arthur aguiar fazer sua redenção,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
a cadelinha rebelnatica que habita em mim vai deitar dms pro @Aguiarthur ctz ✨✨💙 #bbb22,"{'✨', '💙'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"no trabalho esperando o MEU arthur aguiar, Jade Picones e Lin entrar no BBB #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Silêncio, o último romântico Arthur Aguiar vai entrar no BBB",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
CADE ELEEEEEEESSSSSSS libera a fera arthur Aguiar logo little boni https://t.co/MLsjDQTlUM,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Quero ver a cara das pessoas quando ver o arthur aguiar kkkkk,set(),'raiva',[0.3],[0.01],[0.22],[0.0],[0.46],[0.01],[0.0]
agora o bbb vai ficar legal... arthur aguiar na casa,set(),'raiva',[0.35],[0.01],[0.26],[0.0],[0.36],[0.01],[0.0]
Finalmente Arthur Aguiar vai entrar para nos servir mais entretenimento,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur BORA,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
a conversa mo importante na academia vai ser cortada pro arthur aguiar entrar pra trair a mulher dele pela 17a vez,set(),'neutro',[0.28],[0.01],[0.42],[0.0],[0.29],[0.01],[0.0]
PODE ENTRAR ARTHUR AGUIAR,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Vem aí o duca, ou melhor Arthur Aguiar kkkk",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"O Arthur Aguiar não vai poder sair do BBB antes de ter um VT dele triste e no fundo tocar ""PQ SEI DEPOIS DA CHUVAAA… https://t.co/HZuFucNchf",set(),'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0]
@nxnxbcnxm @Aguiarthur A qualidade da foto kkkkkkkk,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"um olho nas petições que tenho que fazer, outro no globoplay esperando a jade picon, arthur aguiar e linn da quebrada entrar no BBB",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
ARTHUR AGUIAR ESPERO Q VC TRAIA MUITO NESSE BBB NAO ME DECEPCIONE,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Falta um minutos Jade picon,  Arthur aguiar e linn quebrada eles entrar na casa ... quero ver reações outros participantes #bbb22",set(),'raiva',[0.3],[0.01],[0.22],[0.0],[0.46],[0.01],[0.0]
@Aguiarthur Queira tá vendooo #bbb2,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur VEM AÍ ADM https://t.co/0EUp0z8pH6,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"É agora, hein? Falta UM minuto pra entrada da Jade Picon, Arthur Aguiar e Linn da Quebrada! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @HugoGloss: Vem aí! Daqui a pouquinho, Arthur Aguiar, Jade Picon e Linn da Quebrada finalmente vão entrar no #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"1 minuto para Arthur Aguiar, Jade Picon e Linn da Quebrada entrar na casa no BBB 22
#BBB22 https://t.co/TDLhS1Y32t",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Arthur Aguiar já vai entrar beijando na boca, solta o homem",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
se o arthur aguiar for do jeitinho que eu gosto eu posso gostar dele sim vius,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
VEM ROLÃO DO ARTHUR AGUIAR https://t.co/g5lQ0nC5wZ,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
deixa o meu mano arthur aguiar entrar logo caralho vamo globo,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur AAAAA ADM EU TO MUITO ANSIOSA,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur VAMOOOOO,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur A gente ta passando mallll,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur ADM EU TO PASSANDO MAL ADMMMMM SPCORROOOOOOIII,set(),'raiva',[0.3],[0.01],[0.22],[0.0],[0.46],[0.01],[0.0]
"RT @siteptbr: 🚨 AGORA: Jade Picon, Arthur Aguiar e Linn da Quebrada irão entrar na casa do #BBB22!",{'🚨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @Dantinhas: É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur ESTOU MUITO NERVOSA https://t.co/yAjVVxbn95,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
mostra tua voz arthur aguiar https://t.co/GkU9pbRKTH,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
ACABOU O SP1 TÔ PRONTA ARTHUR AGUIAR https://t.co/hSjtVQ1ab9,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
Arthur Aguiar o que tenho a ver?,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
vem arthur aguiar gostoso,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @forumeplay: Em poucos minutos Arthur Aguiar, Jade Picon e Linn da Quebrada entrarão na casa do #BBB22
Ansiosos?",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur ME SEGUE ADM,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur TA VONDO AI,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"É AGORA! Jade Picon, Linn da Quebrada e Arthur Aguiar vão entrar na casa! Agora, ao vivo, na Globo! #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Falta pouco pra ❤ Linn da Quebrada ❤, Arthur Aguiar e Jade Picon entrarem no #BBB22 VEM AÍ",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur Meu macho Adm https://t.co/yAjVVxbn95,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"RT @HugoGloss: Vem aí! Daqui a pouquinho, Arthur Aguiar, Jade Picon e Linn da Quebrada finalmente vão entrar no #BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"Cadê que não interromperam a programação ainda? Tô esperando a entrada do kingo Arthur Aguiar 
#BBB22 https://t.co/Vi4mngDIxR",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@Aguiarthur AAAAAA TO NERVOSAA,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
RT @Aguiarthur: É AGORA!!!!!!!!!!!! #BBB22,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
